enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH
Q6C7L2	YALI0D27170g	YALI0_D27170g	38.05737	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	NaN
Q6C7L4	YALI0D27126g	TRR1	34.24355	Selenocompound metabolism // Glutathione metabolism // Selenocompound metabolism	NaN	NaN	NaN
Q6C7L9	YALI0D27016g	YALI0_D27016g	79.34599	Glycerolipid metabolism	4.52766996857083e-05	7.70159850586449e-05	4.78406292999593e-05
Q6C7P9	YALI0D26367g	YALI0_D26367g	52.05363	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000596186623515207	0.000246638748666263	0.000330160697626327
Q6C7R6	YALI0D25938g	YALI0_D25938g	118.38583	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6C7T0	YALI0D25630g	YALI0_D25630g	37.1274	Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	NaN	NaN	NaN
Q6C7T3	YALI0D25564g	YALI0_D25564g	27.73725	Biosynthesis of secondary metabolites // Riboflavin metabolism	NaN	NaN	NaN
Q6C7T7	YALI0D25476g	YALI0_D25476g	52.47513	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	7.8250524992406e-05	NaN	5.4353805062868e-05
Q6C7U9	YALI0D25168g	YALI0_D25168g	45.9906	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism	0.00225967267178989	0.00328229261560647	0.00157983996191437
Q6C7X2	YALI0D24629g	YALI0_D24629g	14.42843	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	NaN	NaN	NaN
Q6C7Y1	YALI0D24431g	YALI0_D24431g	54.1091	Citrate cycle (TCA cycle)	0.00170429784717423	0.0012457812268147	0.00206273563923104
Q6C7Y2	YALI0D24409g	YALI0_D24409g	64.63585	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism	0.0024688431741939	0.00208628030365325	0.00226416398888032
Q6C806	YALI0D23815g	YALI0_D23815g	49.52662	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	NaN	NaN	NaN
Q6C812	YALI0D23683g	YALI0_D23683g	45.74133	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.00100513770558569	0.00119093438259081	0.00106462514156964
Q6C814	YALI0D23639g	YALI0_D23639g	61.51269	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN
Q6C823	YALI0D23397g	YALI0_D23397g	30.65955	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	0.000405901777626821	0.000396635832000653	0.000316936145312674
Q6C826	YALI0D23331g	YALI0_D23331g	58.4017	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C844	YALI0D22891g	YALI0_D22891g	48.58218	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Lysine biosynthesis // Lysine degradation	0.00227386390827394	0.00194127750088969	0.00181143855370585
Q6C846	YALI0D22847g	ARG8	44.43219	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000196394186079365	0.000218794090984442	0.000200648618173971
Q6C859	YALI0D22484g	YALI0_D22484g	53.00104	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate	0.000744902340009244	0.000669385635537393	0.000901231495431234
Q6C868	YALI0D22264g	YALI0_D22264g	63.47691	Aminoacyl-tRNA biosynthesis	0.00105045254185979	0.000796526651728257	0.00106650079467144
Q6C877	YALI0D22022g	YALI0_D22022g	14.80117	Oxidative phosphorylation	0.00171763189444271	0.00162763710065612	0.00140466252554811
Q6C893	YALI0D21604g	PSD1	62.81743	Glycerophospholipid metabolism	0.000304705004086596	0.000286033815778978	NaN
Q6C897	YALI0D21530g	YALI0_D21530g	56.60819	Biosynthesis of secondary metabolites // Purine metabolism	0.000346159771131472	0.000436425718304104	0.000271691639124833
Q6C8C2	YALI0D20878g	YALI0_D20878g	44.10741	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	NaN	NaN	0.00178041820700707
Q6C8C6	YALI0D20768g	YALI0_D20768g	53.0832	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Fatty acid degradation	0.00241125035191467	0.00150545683032028	0.00141741505305496
Q6C8E6	YALI0D20262g	YALI0_D20262g	36.78859	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	NaN
Q6C8F2	YALI0D20152g	YALI0_D20152g	19.00559	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6C8I1	YALI0D19426g	YALI0_D19426g	40.66841	Pantothenate and CoA biosynthesis	NaN	NaN	NaN
Q6C8J1	YALI0D19206g	YALI0_D19206g	54.97915	Biosynthesis of antibiotics // Steroid biosynthesis	0.000287737430020036	0.000106971944055359	0.000164061461195275
Q6C8J2	YALI0D19184g	YALI0_D19184g	40.84755	Glycerolipid metabolism	NaN	NaN	NaN
Q6C8J4	YALI0D19140g	YALI0_D19140g	59.98158	Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	NaN	NaN	NaN
Q6C8K4	YALI0D18920g	YALI0_D18920g	49.22491	Pyrimidine metabolism	0.00011900328598712	0.000206376286470797	0.000303397685140036
Q6C8M5	YALI0D18458g	YALI0_D18458g	50.60915	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	NaN
Q6C8M8	YALI0D18403g	ATG26	159.60523	 	0.000174463683413704	NaN	NaN
Q6C8M9	YALI0D18381g	YALI0_D18381g	103.28845	Starch and sucrose metabolism	NaN	NaN	NaN
Q6C8N1	YALI0D18337g	YALI0_D18337g	37.67974	Purine metabolism // Purine metabolism	NaN	0.000119912685943762	NaN
Q6C8N4	YALI0D18271g	YALI0_D18271g	42.26728	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	NaN	NaN	NaN
Q6C8Q1	YALI0D17930g	YALI0_D17930g	40.25095	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	0.000550311322109356	NaN
Q6C8Q3	YALI0D17864g	YALI0_D17864g	76.60255	Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //   // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //  	0.00472376953773049	0.00278259883434623	0.00284521313382517
Q6C8Q4	YALI0D17842g	YALI0_D17842g	54.72529	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C8R7	YALI0D17556g	YALI0_D17556g	38.21259	Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	NaN	NaN	NaN
Q6C8R8	YALI0D17534g	YALI0_D17534g	75.82629	  // Glycerolipid metabolism	NaN	NaN	NaN
Q6C8S0	YALI0D17490g	YALI0_D17490g	6.94095	Oxidative phosphorylation	0.000805476668245291	0.000763273966436376	0.000658710923305603
Q6C8S4	YALI0D17402g	YALI0_D17402g	61.7594	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Sulfur metabolism // Cysteine and methionine metabolism	NaN	NaN	NaN
Q6C8T8	YALI0D17072g	YALI0_D17072g	16.57475	Pyrimidine metabolism // Pyrimidine metabolism	NaN	NaN	NaN
Q6C8T9	YALI0D17050g	YALI0_D17050g	37.31595	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	NaN	NaN	NaN
Q6C8V1	YALI0D16797g	UTR4	25.74397	Cysteine and methionine metabolism	NaN	NaN	NaN
Q6C8V3	YALI0D16753g	YALI0_D16753g	35.87451	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	0.0026179359452579	0.00212241851087695	0.00277868888532181
Q6C8V7	YALI0D16643g	YALI0_D16643g	55.3982	Aminoacyl-tRNA biosynthesis	0.000443941292089817	0.000593982019026413	0.000356229552736346
Q6C8W4	YALI0D16379g	YALI0D16379g	93.85443	Glycerolipid metabolism // Glycerolipid metabolism	NaN	NaN	NaN
Q6C8Z4	YALI0D15598g	YALI0_D15598g	73.32475	Starch and sucrose metabolism	NaN	NaN	NaN
Q6C903	YALI0D15400g	YALI0_D15400g	42.36333	Biotin metabolism // Biotin metabolism	NaN	NaN	NaN
Q6C909	YALI0D15268g	YALI0_D15268g	83.5754	Aminoacyl-tRNA biosynthesis	0.000229839494512902	0.000261202487941746	0.000271327216879926
Q6C924	YALI0D14894g	YALI0_D14894g	36.17023	Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000193198129153503	0.000204722225506982	0.000202206633467424
Q6C926	YALI0D14850g	YALI0_D14850g	12.04053	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	NaN	NaN	NaN
Q6C928	YALI0D14762g	YALI0_D14762g	45.73604	Biosynthesis of antibiotics // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Terpenoid backbone biosynthesis	NaN	2.058945150592e-05	NaN
Q6C946	YALI0D14322g	YALI0_D14322g	27.3567	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	NaN	NaN	NaN
Q6C968	YALI0D13596g	YALI0_D13596g	39.08119	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Monobactam biosynthesis	0.00593867087071781	0.00593867087071781	0.00593867087071781
Q6C985	YALI0D13112g	YALI0_D13112g	29.00348	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	0.00045775324143216	0.000337732693198969	0.000472786344127799
Q6C9B1	YALI0D12584g	YALI0_D12584g	22.77611	Oxidative phosphorylation	0.00264310003650628	0.00250461562461784	0.00216150129988114
Q6C9C1	YALI0D12386g	YALI0_D12386g	39.37607	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	3.8731309657378e-05	NaN	NaN
Q6C9E6	YALI0D11814g	YALI0_D11814g	11.4544	Oxidative phosphorylation	0.00132924915879654	0.0012596035587562	0.00108704693160327
Q6C9F1	YALI0D11704g	YALI0_D11704g	54.77431	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Monobactam biosynthesis	NaN	NaN	NaN
Q6C9F5	YALI0D11616g	YALI0_D11616g	37.85353	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NaN	NaN	NaN
Q6C9G6	YALI0D11374g	YALI0_D11374g	69.73818	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	0.000923263754049202	0.000902187443928933	0.000720902620890438
Q6C9H5	YALI0D11176g	YALI0_D11176g	157.04303	Sulfur metabolism	0.00228437995433301	0.00151753446851241	0.00181457139323319
Q6C9H7	YALI0D11110g	YALI0_D11110g	52.4156	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	0.000220232441428509	0.000252319223594491
Q6C9K0	YALI0D10593g	YALI0_D10593g	39.37875	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Lysine biosynthesis	0.00130963370625223	0.000704422390750215	0.000734758561126956
Q6C9L5	YALI0D10131g	YALI0_D10131g	62.72942	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis	6.05525236284693e-05	0.000120142473892776	NaN
Q6C9M8	YALI0D09867g	BNA4	52.38655	Tryptophan metabolism	NaN	NaN	NaN
Q6C9P6	YALI0D09361g	YALI0_D09361g	84.86232	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism	0.00548090432643328	0.00387127528625704	0.00564624085095304
Q6C9Q0	YALI0D09273g	CYC1	11.95838	Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Sulfur metabolism // Oxidative phosphorylation // Sulfur metabolism	0.000181003265494356	0.00023679245802879	0.000227316864150746
