enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH	Osm
P37292	YBR263W	SHM1	53.68589	sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.000432032339079092	0.000891552449396445	0.000386891550208562	0.00031398438387685
P37293	YGR147C	NAT2	32.80412	 // 	NaN	2.31539052121332e-05	NaN	1.04205453583328e-05
P37296	YMR054W	STV1	101.65974	sce00190  Oxidative phosphorylation // sce04145  Phagosome	NaN	NaN	NaN	NaN
P37297	YLR305C	STT4	214.60485	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system	NaN	NaN	NaN	NaN
P37298	YDR178W	SDH4	20.24837	sce00020  Citrate cycle (TCA cycle) // sce00190  Oxidative phosphorylation // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00190  Oxidative phosphorylation // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00190  Oxidative phosphorylation // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00190  Oxidative phosphorylation // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000129479106793995	0.000154414049318698	0.000143901117136207	0.000177443640873194
P37299	YHR001W-A	QCR10	8.59285	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000112012950571085	9.68733279840439e-05	0.000112063621028323	0.000127900841947305
P37303	YEL046C	GLY1	42.81463	sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	3.51863896740408e-05	NaN	4.01983159366787e-05	0.000110528264323873
P38009	YMR120C	ADE17	65.26269	sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00230  Purine metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.00137519468986615	0.00113022603623602	0.00161803647124593	0.00194012246262649
P38013	YLR109W	AHP1	19.11441	sce04122  Sulfur relay system // sce04122  Sulfur relay system	0.00135468779113925	0.00104047290111196	0.00111063450887977	0.000998197574492292
P38063	YBL068W	PRS4	35.71972	sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	NaN	4.41187735851328e-05	4.12290179946218e-05	2.97486096483019e-05
P38066	YBL033C	RIB1	38.33162	sce00740  Riboflavin metabolism // sce00790  Folate biosynthesis // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P38067	YBR006W	UGA2	54.18854	sce00250  Alanine, aspartate and glutamate metabolism // sce00310  Lysine degradation // sce00350  Tyrosine metabolism // sce00650  Butanoate metabolism // sce00760  Nicotinate and nicotinamide metabolism	0.000194010890607253	0.00022544280792039	0.000151603898441949	5.73109965600974e-05
P38071	YBR026C	ETR1	42.06628	sce00062  Fatty acid elongation // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01212  Fatty acid metabolism	NaN	NaN	NaN	NaN
P38074	YBR034C	HMT1	39.78563		NaN	NaN	2.75162394529378e-05	NaN
P38075	YBR035C	PDX3	26.90792	sce00750  Vitamin B6 metabolism // sce00750  Vitamin B6 metabolism // sce00750  Vitamin B6 metabolism // sce00750  Vitamin B6 metabolism // sce00750  Vitamin B6 metabolism	0.000166680952733156	0.000280892020046481	0.000278107526398307	0.000256600623597379
P38077	YBR039W	ATP3	34.35021	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation	0.00167852905239937	0.00135010794269191	0.0014373665152584	0.00193985996540087
P38088	YBR121C	GRS1	78.18336	sce00970  Aminoacyl-tRNA biosynthesis	0.000672583264464489	0.000856669362935825	0.000784387642054459	0.000723094008886181
P38113	YBR145W	ADH5	37.64764	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.000314882070551193	0.000431124985682563	0.000356179588280066	0.000203042824816036
P38115	YBR149W	ARA1	38.8831		0.000395210695230871	0.000620586958515883	0.000704943839250227	0.000434675522310639
P38122	YBR176W	ECM31	34.46454	sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P38130	YBR205W	KTR3	47.48182	sce00513  Various types of N-glycan biosynthesis // sce00514  Other types of O-glycan biosynthesis	NaN	NaN	NaN	NaN
P38131	YBR199W	KTR4	54.55529	sce00513  Various types of N-glycan biosynthesis // sce00514  Other types of O-glycan biosynthesis	NaN	NaN	NaN	NaN
P38137	YBR222C	PCS60	60.4879	 // 	0.000231261478285909	0.000183702139788313	0.000243821659064576	0.000700646669637473
P38138	YBR229C	ROT2	110.26481	 //  //  // 	NaN	NaN	NaN	NaN
P38139	YBR204C	LDH1	43.28627	sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P38143	YBR244W	GPX2	18.4058	sce00480  Glutathione metabolism // sce00480  Glutathione metabolism	NaN	NaN	NaN	NaN
P38145	YBR256C	RIB5	26.19543	sce00740  Riboflavin metabolism // sce01110  Biosynthesis of secondary metabolites	0.000139221848308926	0.000164373409107814	5.87358332517882e-05	6.07450678115443e-05
P38149	YBR281C	DUG2	98.0697		NaN	NaN	NaN	6.36097268803596e-06
P38158	YBR299W	MAL32	68.14137	sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism	0.00019340466642374	0.000158759009354064	0.000232279096137196	0.000512765682581815
P38169	YBL098W	BNA4	52.42905	sce00380  Tryptophan metabolism	5.92345569900344e-05	NaN	NaN	NaN
P38174	YBL091C	MAP2	47.51785	 // 	8.89628400126234e-05	5.36848308955846e-05	7.06629066865488e-05	NaN
P38211	YBR004C	GPI18	50.75813	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NaN	NaN	NaN	NaN
P38218	YBR022W	POA1	19.93755	 // 	NaN	NaN	NaN	NaN
P38221	YBR029C	CDS1	51.82218	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce04070  Phosphatidylinositol signaling system	3.6363210009973e-05	6.07363515369644e-05	4.01481045898702e-05	3.1006225184023e-05
P38226	YBR042C	CST26	45.51463	 //  //  // 	NaN	NaN	NaN	NaN
P38230	YBR046C	ZTA1	37.01813	 // 	0.000271497370288162	8.67618237275192e-05	0.000342717320712003	0.000131500182270024
P38242	YBR070C	ALG14	27.03486	 // 	NaN	NaN	NaN	NaN
P38286	YBR159W	IFA38	38.70772	sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce00062  Fatty acid elongation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism	4.96657428589885e-05	2.40136002157659e-05	NaN	9.32799271146618e-06
P38287	YBR161W	CSH1	44.38144	 //  //  //  //  //  //  //  //  // 	NaN	NaN	NaN	NaN
P38298	YBR183W	YPC1	36.41923	sce00600  Sphingolipid metabolism	NaN	NaN	NaN	NaN
P38342	YBR265W	TSC10	35.97212	sce00600  Sphingolipid metabolism	1.0684401031583e-05	NaN	NaN	NaN
P38360	YBR295W	PCA1	131.87369		NaN	NaN	NaN	NaN
P38426	YMR261C	TPS3	118.8339	sce00500  Starch and sucrose metabolism // sce00500  Starch and sucrose metabolism	0.000154886566455228	0.000174502449706666	3.76420412250025e-05	9.98344502292864e-05
P38427	YML100W	TSL1	123.01684	sce00500  Starch and sucrose metabolism // sce00500  Starch and sucrose metabolism	0.000234178991620348	0.000508046400698002	0.000311723842149039	0.000235016560222854
P38604	YHR072W	ERG7	83.45941	sce00100  Steroid biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	2.27712361776533e-05	2.290017715163e-05	NaN	NaN
P38620	YER099C	PRS2	34.76468	sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	NaN	0.00040081314947427	2.47316019177673e-05	2.22936306018294e-05
P38625	YMR217W	GUA1	58.48154	sce00230  Purine metabolism	0.000479751218110793	0.000440205563471567	0.000349452254728297	0.000424367191936947
P38626	YIL043C	CBR1	31.49355	 //  //  // 	0.000149533304286117	6.23659234411859e-05	8.9692023598161e-05	7.83579503605801e-05
P38627	YJR103W	URA8	64.50989	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism	9.97644683476225e-05	0.000224234319826491	0.000119487164357457	7.53501658057571e-05
P38628	YEL058W	PCM1	62.06602	sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics	8.42683077344731e-05	5.47921616152726e-05	4.69047671268237e-05	3.95840472848148e-05
P38631	YLR342W	FKS1	214.84885	sce00500  Starch and sucrose metabolism // sce04011  MAPK signaling pathway - yeast	0.000154544192046428	0.000174367524566328	NaN	5.81817369711398e-05
P38635	YFR025C	HIS2	38.58138	sce00340  Histidine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	NaN	NaN	NaN	NaN
P38689	YHL011C	PRS3	35.12352	sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	7.68777108693089e-05	0.000115007471619235	0.000390762938757372	0.000506025055735502
P38693	YHR215W	PHO12	52.69898	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast	NaN	NaN	NaN	NaN
P38697	YHR216W	IMD2	56.52936	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P38698	YHR201C	PPX1	45.0509	 //  // 	NaN	NaN	NaN	NaN
P38703	YHL003C	LAG1	48.45392	sce00600  Sphingolipid metabolism // sce00600  Sphingolipid metabolism // sce00600  Sphingolipid metabolism // sce00600  Sphingolipid metabolism	NaN	NaN	NaN	NaN
P38705	YHR011W	DIA4	50.38946	sce00970  Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
P38707	YHR019C	DED81	62.20612	sce00970  Aminoacyl-tRNA biosynthesis	0.000492803661540957	0.000368242079476378	0.000315507714187238	0.000399532747424567
P38708	YHR020W	YHR020W	77.38534	sce00970  Aminoacyl-tRNA biosynthesis	0.000659787322597284	0.000577751108728842	0.000602924224630407	0.000441192546038127
P38709	YHL012W	YHL012W	55.99958	sce00040  Pentose and glucuronate interconversions // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics // sce00040  Pentose and glucuronate interconversions // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics	NaN	NaN	NaN	NaN
P38710	YHR046C	INM1	32.82276	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system	NaN	NaN	NaN	NaN
P38714	YHR091C	MSR1	73.69334	sce00970  Aminoacyl-tRNA biosynthesis	6.18824716605292e-06	6.14180784248089e-06	1.38311020191859e-05	NaN
P38715	YHR104W	GRE3	37.11831	sce00040  Pentose and glucuronate interconversions // sce00040  Pentose and glucuronate interconversions // sce00040  Pentose and glucuronate interconversions // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce04011  MAPK signaling pathway - yeast // sce00040  Pentose and glucuronate interconversions	0.000271677185950461	0.000475678678954226	0.000326553428145372	0.000759322541156339
P38720	YHR183W	GND1	53.54274	sce00030  Pentose phosphate pathway // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00141991827137852	0.00131788388382013	0.00130548077740936	0.00172659618777458
P38744	YHL018W	YHL018W	14.02597	 // 	NaN	NaN	NaN	NaN
P38773	YHR043C	DOG2	27.16473	 // 	NaN	NaN	NaN	NaN
P38774	YHR044C	DOG1	27.09953	 // 	NaN	NaN	NaN	NaN
P38787	YHR063C	PAN5	42.82079	sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites	NaN	4.70827511555428e-05	6.53674387586973e-05	6.67881569709461e-05
P38790	YHR067W	HTD2	33.05481	 //  //  //  //  // 	NaN	NaN	NaN	NaN
P38791	YHR068W	DYS1	42.89183		0.00017239880079435	9.04271898825063e-05	7.08458077760241e-05	0.000115571901680234
P38795	YHR074W	QNS1	80.68505	sce00760  Nicotinate and nicotinamide metabolism // sce00760  Nicotinate and nicotinamide metabolism // sce00760  Nicotinate and nicotinamide metabolism	0.000170193633800798	0.000165175401765142	NaN	9.24162712045258e-05
P38812	YHR100C	GEP4	20.94493	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
P38816	YHR106W	TRR2	37.08697	sce00450  Selenocompound metabolism // sce00480  Glutathione metabolism	0.000104422763339391	7.76486130483514e-05	4.79848119167926e-05	5.03489313050759e-05
P38818	YHR109W	CTM1	68.2836	 // 	NaN	NaN	NaN	NaN
P38824	YHR116W	COX23	17.31758	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000100450158647572	0.000116195316458737	0.000143456363264748	0.000136005090322174
P38827	YHR119W	SET1	123.91112	 // 	NaN	NaN	NaN	NaN
P38840	YHR137W	ARO9	58.52706	 // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	9.72092024048374e-05	0.000106083033113347	3.11984610060322e-05	2.74442534322898e-05
P38858	YHR163W	SOL3	27.78417	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000228660345953269	0.000105339782013806	0.000257582226322142	NaN
