rxns	rxnNames	grRules	subSystems	Std_GEM	Std_ecM	Std_ecP	HiT_GEM	HiT_ecM	HiT_ecP	LpH_GEM	LpH_ecM	LpH_ecP
y001023	succinate-semialdehyde dehydrogenase (NADP)	YALI0F26191g	Alanine, aspartate and glutamate metabolism//Butanoate metabolism//Lysine degradation//Nicotinate and nicotinamide metabolism//Tyrosine metabolism	0	0	0	0	0	0	0	0	0
y001024	sucrose hydrolyzing enxyme	YALI0E26719g	Galactose metabolism//Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y001025	sulfate adenylyltransferase	YALI0B08184g	Biosynthesis of antibiotics//Monobactam biosynthesis//Purine metabolism//Selenocompound metabolism//Sulfur metabolism	0.0216281855320171	0.0218432490896232	0.01949805	0.01949805	0.019693768306212	0.01949805	0.01949805	0.019693768306212	0.01949805
y001027	sulfite reductase (NADPH2)	YALI0E16368g and YALI0D11176g	Sulfur metabolism	0.0216281855320171	0.0218432490896232	0.01949805	0.01949805	0.019693768306212	0.01949805	0.01949805	0.019693768306212	0.01949805
y001028	taurcholate via ABC system	YALI0E14234g		0	0	0	0	0	0	0	0	0
y001029	taurine dioxygenase	YALI0F22825g		0	0	0	0	0	0	0	0	0
y001030	tetrahydrofolate aminomethyltransferase	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y001031	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	YALI0A10032g or YALI0E24497g	Folate biosynthesis	0	0	0	0	0	0	0	0	0
y001032	thiamin diphosphatase	YALI0C06930g	Riboflavin metabolism//Thiamine metabolism	0	0	0	0	0	0	0	0	0
y001033	thiamin phosphatase	YALI0C06930g	Riboflavin metabolism//Thiamine metabolism	0	0	0	0	0	0	0	0	0
y001034	thiamine diphosphokinase	YALI0E21351g	Thiamine metabolism	0	0	0	0	0	0	0	0	0
y001035	thiamine-diphosphate kinase	YALI0E21351g	Thiamine metabolism	0	0	0	0	0	0	0	0	0
y001036	thiamine-phosphate diphosphorylase	YALI0C15554g	Thiamine metabolism	0	0	0	0	0	0	0	0	0
y001037	thioredoxin	YALI0E31647g and YALI0E19448g		0	0	0	0	0	0	0	0	0
y001038	thioredoxin reductase (NADPH)	YALI0D27126g and YALI0E19448g	Selenocompound metabolism	0.0384870788697946	0.0388708295644356	0.03469653	0.03469653	0.035045752954212	0.03469653	0.03469653	0.035045752954212	0.03469653
y001039	thioredoxin reductase (NADPH)	(YALI0F01496g and YALI0D27126g) or (YALI0F01496g and YALI0E18029g)	Glutathione metabolism//Selenocompound metabolism	0	0	0	0	0	0	0	0	0
y001040	threonine aldolase	YALI0A21417g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Glycine, serine and threonine metabolism	0	0	0	0	0	0	0	0	0
y001041	threonine synthase	YALI0F23221g	Biosynthesis of amino acids//Biosynthesis of secondary metabolites//Glycine, serine and threonine metabolism//Vitamin B6 metabolism	0.0504657662413733	0.0509675812091208	0.04549545	0.04549545	0.045952126047828	0.04549545	0.04549545	0.045952126047828	0.04549545
y001042	threonyl-tRNA synthetase	YALI0A09427g or YALI0F11231g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001043	threonyl-tRNA synthetase	YALI0A09427g or YALI0F11231g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001045	thymidylate synthase	YALI0C10901g	One carbon pool by folate//Pyrimidine metabolism	0.00424799746603208	0.00429050218542971	0.003829617	0.003829617	0.0038682961317	0.003829617	0.003829617	0.0038682961317	0.003829617
y001047	trans-pentaprenyltranstransferase	YALI0C18755g	Biosynthesis of secondary metabolites//Terpenoid backbone biosynthesis	0	0	0	0	0	0	0	0	0
y001048	transaldolase	YALI0F15587g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Pentose phosphate pathway	0	0.0918243910519018	0.0712495163003326	0	0.213560672029524	0.0364222088303914	-0.00705929399999849	0.332340241504098	-0.00705929399999961
y001049	transketolase 1	YALI0E06479g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Pentose phosphate pathway	0.0978856641035036	0.0987935497271561	0.0720943159442038	0.0124773436794542	0.213560672029524	0.0372622738085782	-0.00705929399999849	0.332340241504098	-0.00705929399999961
y001050	transketolase 2	YALI0E06479g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Pentose phosphate pathway	0.0508582247928613	0.0512984746993395	0.0296985559442038	-0.0299184163205458	0.0969685098474192	-0.00513348619142165	-0.0494550539999985	-0.14059062910173	-0.0494550539999996
y001051	trehalose-phosphatase	YALI0E14685g and YALI0D14476g and YALI0E31086g	Starch and sucrose metabolism	0.000354924070268999	0.000358547073492787	0.000319968	0.000319968	0.00032326431673536	0.000319968	0.000319968	0.00032326431673536	0.000319968
y001053	triacylglycerol lipase	YALI0D17534g or YALI0F10010g	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0
y001054	triose-phosphate isomerase	YALI0F05214g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Gluconeogenesis//Glycolysis//Inositol phosphate metabolism	0.768190573889415	0.775922189501604	0.857772823960457	0.957614848750556	0.743497743282227	1.00149741862145	1.21715148643	0.86231817380765	1.30033898643001
y001055	tryptophan synthase (indoleglycerol phosphate)	YALI0F24893g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Glycine, serine and threonine metabolism//Phenylalanine, tyrosine and tryptophan biosynthesis	0.00521294728207592	0.00526477104983394	0.00469953	0.00469953	0.004746692253303	0.00469953	0.00469953	0.004746692253303	0.00469953
y001056	tryptophan transaminase	YALI0E20977g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Lysine biosynthesis//Phenylalanine metabolism//Phenylalanine, tyrosine and tryptophan biosynthesis//Tryptophan metabolism//Tyrosine metabolism//Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0	0
y001057	tryptophanyl-tRNA synthetase	YALI0B08943g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001058	tryptophanyl-tRNA synthetase	YALI0C18425g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001059	phosphatidylinositol 4-kinase	YALI0A02453g	Inositol phosphate metabolism	0	0	0	0	0	0	0	0	0
y001063	tyrosine transaminase	YALI0E20977g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Lysine biosynthesis//Phenylalanine metabolism//Phenylalanine, tyrosine and tryptophan biosynthesis//Tryptophan metabolism//Tyrosine metabolism//Ubiquinone and other terpenoid-quinone biosynthesis	0.0164152382499412	0.0165784780397892	0.0535015565647948	0.05359464	0.014947076052909	0.01479852	0.05359464	0.014947076052909	0.01479852
y001065	tyrosine transaminase	YALI0B02178g or YALI0F29337g	2-Oxocarboxylic acid metabolism//Alanine, aspartate and glutamate metabolism//Arginine and proline metabolism//Arginine biosynthesis//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Cysteine and methionine metabolism//Phenylalanine metabolism//Phenylalanine, tyrosine and tryptophan biosynthesis//Tyrosine metabolism	0	0	0	0	0	0	0	0	0
y001066	tyrosyl-tRNA synthetase	YALI0C15224g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001067	tyrosyl-tRNA synthetase	YALI0E29139g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001068	UDP-glucose:ergosterol glucosyltransferase	YALI0D18403g		0	0	0	0	0	0	0	0	0
y001069	UDP-N-acetylglucosamine diphosphorylase	YALI0E03146g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics	0.0451197224329465	0.0455802563892905	0.040675932	0.040675932	0.041094939905019	0.040675932	0.040675932	0.041094939905019	0.040675932
y001070	UDPglucose 4-epimerase	YALI0E26829g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Galactose metabolism//Gluconeogenesis//Glycolysis	0	0	0	0	0	0	0	0	0
y001071	UDPglucose--hexose-1-phosphate uridylyltransferase	YALI0F23947g	Amino sugar and nucleotide sugar metabolism//Galactose metabolism	0	-0.049826805012384	0	0	0	0	0	0	0
y001072	UMP kinase	YALI0F09339g	Pyrimidine metabolism	0.0148402626881225	0.0149887517600651	0.013378662	0.013378662	0.0135137864862	0.013378662	0.013378662	0.0135137864862	0.013378662
y001073	UMP kinase	YALI0F09339g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001074	uracil phosphoribosyltransferase	YALI0F31273g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001075	urea carboxylase	YALI0B14619g or YALI0E07271g or YALI0E35156g	Arginine biosynthesis//Atrazine degradation	0	0	0	0	0	0	0	0	0
y001076	ureidoglycolate hydrolase	YALI0F06710g	Purine metabolism	0	0	0	0	0	0	0	0	0
y001077	uridine kinase (ATP:uridine)	YALI0E31009g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001078	uridine kinase (GTP:uridine)	YALI0E31009g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001079	uridylate kinase (dUMP)	YALI0F09339g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001080	uridylate kinase (dUMP)	YALI0F09339g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y001081	uroporphyrinogen decarboxylase (uroporphyrinogen III)	YALI0C01716g	Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y001082	uroporphyrinogen methyltransferase	YALI0A01133g	Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y001083	uroporphyrinogen-III synthase	YALI0F09449g	Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y001084	UTP-glucose-1-phosphate uridylyltransferase	YALI0A02310g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Galactose metabolism//Pentose and glucuronate interconversions//Starch and sucrose metabolism	0.0493233543901949	0	0.044465553	0.044465553	0.0449236077163474	0.044465553	0.044465553	0.0449236077163474	0.044465553
y001085	V-ATPase, Golgi	YALI0E27346g and YALI0A09900g and YALI0F24475g and YALI0D00583g and YALI0E16192g and YALI0F09405g and YALI0E11355g and YALI0A11143g and YALI0F16181g and YALI0E09933g and YALI0F15631g and YALI0E31471g and YALI0E08617g	Oxidative phosphorylation//Phagosome	0	0	0	0	0	0	0	0	0
y001086	V-ATPase, vacuole	YALI0E27346g and YALI0A09900g and YALI0F24475g and YALI0D00583g and YALI0E16192g and YALI0F09405g and YALI0E11355g and YALI0A11143g and YALI0F16181g and YALI0E09933g and YALI0F15631g and YALI0E31471g and YALI0E08617g	Oxidative phosphorylation//Phagosome	0	0	0	0	0	0	0	0	0
y001087	valine transaminase	YALI0D01265g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Pantothenate and CoA biosynthesis//Valine, leucine and isoleucine biosynthesis//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y001088	valine transaminase, mitochondiral	YALI0D01265g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Pantothenate and CoA biosynthesis//Valine, leucine and isoleucine biosynthesis//Valine, leucine and isoleucine degradation	-0.0323868214120462	-0.0327088618565571	-0.02919708	-0.02919708	-0.029490152509818	-0.02919708	-0.02919708	-0.029490152509818	-0.02919708
y001089	valyl-tRNA synthetase	YALI0F20218g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001090	valyl-tRNA synthetase	YALI0F20218g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y001091	xanthine phosphoribosyltransferase	YALI0E16753g		0	0	0	0	0	0	0	0	0
y001092	xylitol dehydrogenase (D-xyulose-forming)	YALI0E12463g	Pentose and glucuronate interconversions	0	0	0	0	0	0	0	0	0
y001093	xylose reductase	YALI0D07634g	Pentose and glucuronate interconversions	0	0	0	0	0	0	0	0	0
y001094	xylulokinase	YALI0F10923g	Pentose and glucuronate interconversions	0	0	0	0	0	0	0	0	0
y001095	yUMP synthetase	YALI0C12749g or YALI0D25234g or YALI0F18216g		0	0	0	0	0	0	0	0	0
y001096	(R)-mevalonate transport			0	0	0	0	0	0	0	0	0
y001099	2-oxoadipate and 2-oxoglutarate transport	YALI0D02629g		0.0370451998343268	0.0374135151276143	0.03339666	0.03339666	0.033731845268121	0.03339666	0.03339666	0.033731845268121	0.03339666
y001100	3-hexaprenyl-4,5-dihydroxybenzoate transport			0	0	0	0	0	0	0	0	0
y001101	4-aminobutyrate transport	YALI0A03135g or YALI0A07579g or YALI0A19558g or YALI0B09537g or YALI0D00495g or YALI0D15422g or YALI0D17688g or YALI0E07205g or YALI0F01078g		0	0	0	0	0	0	0	0	0
y001102	5-aminolevulinate transport	YALI0A03135g or YALI0A07579g or YALI0A19558g or YALI0D00495g or YALI0D17688g or YALI0E07205g or YALI0F01078g		0	0	0	0	0	0	0	0	0
y001103	5-formyltetrahydrofolic acid transport			0	0	0	0	0	0	0	0	0
y001104	8-Amino-7-oxononanoate transport	YALI0F01078g or YALI0A19558g or YALI0E07205g or YALI0D17688g or YALI0A03135g or YALI0D00495g or YALI0E18139g or YALI0A07579g		0	0	0	0	0	0	0	0	0
y001106	acetate transport	YALI0C23298g or YALI0C23617g or YALI0E12837g or YALI0E27291g or YALI0F13145g or YALI0F16225g		0	0	0.00011	0	0.000105	0.00011	0	0.000105	0.00011
y001107	acetic ester transport			0	0	0	0	0	0	0	0	0
y001108	adenine transport	YALI0D07392g or YALI0F30569g		0	0	0	0	0	0	0	0	0
y001109	adenosine transport	YALI0C23342g		0	0	0	0	0	0	0	0	0
y001110	ADP/ATP transporter	YALI0A10659g or YALI0D08228g or YALI0F19712g		10.0987486827908	10.1999906730881	8.84908044229829	15.1608472395134	9.2555626778593	8.23544350446069	22.7053744946451	9.25548095575766	7.4023532280769
y001111	ADP/ATP transporter	YALI0E03058g		0	0	0	0	0	0	0	0	0
y001112	AKG transporter, mitochonrial	YALI0B10736g		0	-3.06217412262379	0	0	0	0	0	0	0.434768166385004
y001113	allantoate uniport	YALI0C13574g or YALI0C16907g or YALI0D05819g or YALI0D13970g or YALI0F16423g		0	0	0	0	0	0	0	0	0
y001114	allantoin uniport	YALI0D05621g		0	0	0	0	0	0	0	0	0
y001115	ammonia transport	YALI0E27203g or YALI0F12925g or YALI0F16896g		0.991936024071666	1.00182273829558	0.894241366919972	0.894241366919951	0.903238561760535	0.894241366919978	0.894241366919979	0.903238561760553	0.894241366919996
y001116	AMP/ATP transporter	YALI0E03058g		0	0	0	0	0	0	0	0	0
y001118	aspartate-glutamate transporter	YALI0D26147g		2.85710329250926	2.88563597706183	0.732047083958508	4.39309098450843	0.212069992929795	0.754492810405518	6.4603126730089	0.212069992929802	0
y001119	biotin uptake	YALI0C00627g or YALI0C17281g or YALI0C17303g		0	0	0	0	0	0	0	0	0
y001120	carnithine-acetylcarnithine carrier	YALI0C02431g		0.000103252674322402	0.000104285802516168	0	9.30834352050479e-05	9.40235779006704e-05	0	9.30834352050478e-05	9.40235779005594e-05	0
y001121	ceramide-2' (sphinganine:n-C24:0OH) transport			0	0	0	0	0	0	0	0	0
y001122	ceramide-2' (sphinganine:n-C26:0OH) transport			0	0	0	0	0	0	0	0	0
y001123	ceramide-3 (Phytosphingosine:n-C24:0OH) transport			0	0	0	0	0	0	0	0	0
y001124	ceramide-3 (Phytosphingosine:n-C26:0OH) transport			0	0	0	0	0	0	0	0	0
y001125	choline transport	YALI0A18183g		0	0	0	0	0	0	0	0	0
y001126	citrate transport	YALI0F26323g		-0.039861324387382	-3.10272396124189	-0.649218186045144	-0.0361441407912512	-0.0970383040634444	-0.497190648207628	-0.0959533680568774	-0.0970383040634444	-0.290143958056877
y001127	citrate transport	YALI0F26323g		-0.0470274393106424	-0.0474950750278166	-0.04239576	-0.04239576	-0.042821331178626	-0.04239576	-0.04239576	-0.042821331178626	-0.04239576
y001128	citrate transport	YALI0F26323g		0	0.0880449136459133	0	0	0	0	0	0	0
y001129	coenzyme A transport	YALI0F15433g		0.0143617806758911	0.0145054821405365	0.01294730514	0.01294730514	0.0130780729219141	0.01294730514	0.01294730514	0.013078072921914	0.01294730514
y001130	CTP transport	YALI0F05500g		0.000186778791979061	0.000188647667892001	0.00016838316	0.00016838316	0.000170083829916	0.00016838316	0.00016838316	0.000170083829916	0
y001131	CTP/CMP antiport	YALI0F05500g		0	0	0	0	0	0	0	0	0.00016838316
y001132	cytidine transport	YALI0C23342g		0	0	0	0	0	0	0	0	0
y001133	cytosine transport	YALI0D07392g or YALI0F30569g		0	0	0	0	0	0	0	0	0
y001134	D-fructose transport	YALI0F19184g	Meiosis - yeast	0	0	0	0	0	0	0	0	0
y001135	D-galactose transport	YALI0F19184g	Meiosis - yeast	0	0	0	0	0	0	0	0	0
y001136	D-lactate transport	YALI0C15488g or YALI0C21406g or YALI0D20108g or YALI0D24607g or YALI0E32901g		0	0	0	0	0	0	0	0	0
y001137	D-lactate transport			0	0	0	0	0	0	0	0	0
y001139	D-mannose transport	YALI0F19184g	Meiosis - yeast	0	0	0	0	0	0	0	0	0
y001146	episterol transport	YALI0E14729g or YALI0F17996g or YALI0D25828g or YALI0B02544g or YALI0C20265g or YALI0B12980g		0	0	0	0	0	0	0	0	0
y001147	ergosterol transport	YALI0E14729g or YALI0F17996g or YALI0D25828g or YALI0B02544g or YALI0C20265g or YALI0B12980g		0	0	0	0	0	0	0	0	0
y001149	ethanolamine transport			0	0	0	0	0	0	0	0	0
y001151	fadH2 transport	YALI0A16863g		0	0	0	0	0	0	0	0	0
y001161	fecosterol transport	YALI0B02544g or YALI0F17996g or YALI0B12980g or YALI0C20265g or YALI0E14729g		0	0	0	0	0	0	0	0	0
y001164	folic acid transport			0	0	0	0	0	0	0	0	0
y001165	GDP-mannose antiport	YALI0F21791g		0	0	0	0	0	0	0	0	0
y001166	glucose transport	YALI0A14212g or YALI0B00396g or YALI0F19184g	Meiosis - yeast	1.049	1.05949	1.09477494747466	1.135	1.12365	1.20366750000002	1.375	1.36125	1.45818750000001
y001167	glutathione transport	YALI0C22616g		0	0	0	0	0	0	0	0	0
y001168	glutathione transport	YALI0E25069g or YALI0F12089g		0	0	0	0	0	0	0	0	0
y001169	glycero-3-phospho-1-inositol transport	YALI0D08382g		0	0	0	0	0	0	0	0	0
y001170	glycero-3-phosphocholine transport	YALI0D08382g		0	0	0	0	0	0	0	0	0
y001171	glycerol transport	YALI0E30283g		0	8.67983569661836	0	0	0	0	0	0	0
y001172	glycerol transport via channel	YALI0E05665g or YALI0F00462g		0	8.67983569661836	0	0	0	0	0	0	0
y001173	glycine transport	YALI0B09537g or YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001174	glycogen vacuolar 'transport' via autophagy			0	0	0	0	0	0	0	0	0
y001175	GTP/GDP translocase	YALI0C14498g		0	0	0	0	0	0	0	0	0
y001176	guanine transport	YALI0D07392g or YALI0F30569g		0	0	0	0	0	0	0	0	0
y001177	inositol transport	YALI0F23903g		0.000399289579052624	0.000403284800719241	0.000359964	0.000359964	0.0003635996364	0.000359964	0.000359964	0.0003635996364	0.000359964
y001179	iron (II) transport			0	0	0	0	0	0	0	0	0
y001180	isoamyl acetate transport			0	0	0	0	0	0	0	0	0
y001181	isobutyl acetate transport			0	0	0	0	0	0	0	0	0
y001182	isopentenyl diphosphate transport			0	0	0	0	0	0	0	0	0
y001183	L-alanine transport	YALI0B09537g or YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001184	L-arganine transport	YALI0B16522g or YALI0B19338g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001186	L-asparagine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001187	L-asparagine transport	YALI0F30063g		0	0	0	0	0	0	0	0	0
y001188	L-aspartate transport	YALI0E10637g	Autophagy - yeast	0	0	0	0	0	0	0	0	0
y001189	L-aspartate transport	YALI0D11836g		0	0	0	0	0	0	0	0	0
y001190	L-aspartate transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0E20713g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001191	L-carnitine transport	YALI0C07678g		0	0	0	0	0	0	0	0	0
y001192	L-cystine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001194	L-glutamate transport	YALI0D26147g		0.129590565902266	0.131171406069939	0.0749925	0.117036050791251	0.075745278254646	0.0749925	0.0749924999999996	0.075745278254646	0.0749925
y001195	L-glutamate transport	YALI0D11836g		0	0	0	0	0	0	0	0	0
y001196	L-glutamate transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0E20713g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001197	L-glutamine transport	YALI0F30063g		0	0	0	0	0	0	0	0	0
y001198	L-glutamine transport	YALI0E10637g	Autophagy - yeast	0	0	0	0	0	0	0	0	0
y001199	L-glutamine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001201	L-histidine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001203	L-isoleucine transport	YALI0F30063g		0	0	0	0	0	0	0	0	0
y001204	L-isoleucine transport	YALI0E10637g	Autophagy - yeast	0	0	0	0	0	0	0	0	0
y001205	L-isoleucine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001206	L-lactate transport	YALI0C15488g or YALI0C21406g or YALI0D20108g or YALI0D24607g or YALI0E32901g		0	0	0	0	0	0	0	0	0
y001207	L-lactate transport	YALI0C15488g or YALI0C21406g or YALI0D20108g or YALI0D24607g or YALI0E32901g		0	0	0	0	0	0	0	0	0
y001209	L-leucine transport, vacuoluar	YALI0F30063g		0	0	0	0	0	0	0	0	0
y001210	L-leucine transport, vacuoluar	YALI0E10637g	Autophagy - yeast	0	0	0	0	0	0	0	0	0
y001211	L-leucine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001213	L-lysine transport	YALI0B09537g or YALI0B16522g or YALI0B19338g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001214	L-methionine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g or YALI0F25795g		0	0	0	0	0	0	0	0	0
y001215	L-phenylalanine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001216	L-proline transport	YALI0B09537g or YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001217	L-serine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0D15422g or YALI0E10219g or YALI0E20713g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001218	L-threonine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001219	L-tryptophan transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001221	L-tyrosine transport	YALI0F30063g		0	0	0	0	0	0	0	0	0
y001222	L-tyrosine transport	YALI0E10637g	Autophagy - yeast	0	0	0	0	0	0	0	0	0
y001223	L-tyrosine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001224	L-valine transport	YALI0B16522g or YALI0B19492g or YALI0B19800g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001225	lanosterol transport	YALI0E14729g or YALI0F17996g or YALI0D25828g or YALI0B02544g or YALI0C20265g or YALI0B12980g		0	0	0	0	0	0	0	0	0
y001226	malate transport	YALI0B03344g		0	0	0	0	0	0	0	0	0
y001227	maltose transport	YALI0A14212g or YALI0B00396g		0	0	0	0	0	0	0	0	0
y001229	NAD transport	YALI0E16478g		0	0	0	0	0	0	0	0	0
y001230	NAD transport	YALI0E16478g		0	0	0	0	0	0	0	0	0
y001231	NAD transport	YALI0E16478g		0	0	0	0	0	0	0	0	0
y001232	NAD transport	YALI0E16478g		0	0	0	0	0	0	0	0	0
y001235	nicotinate transport	YALI0F21109g or YALI0E27247g or YALI0F19536g or YALI0C08569g or YALI0D10043g or YALI0F28193g or YALI0E20273g or YALI0D12100g or YALI0C02783g or YALI0E20471g or YALI0F05984g or YALI0F28369g		0	0	0	0	0	0	0	0	0
y001236	octadecanoate (n-C18:0) transport			0	0	0	0	0	0	0	0	0
y001237	ornithine transport	YALI0D06798g or YALI0A20988g		0.0253992537786252	0.0256518259381934	0.02289771	0.02289771	0.023127562872414	0.02289771	0.02289771	0.023127562872414	0.02289771
y001238	orntithine transport	YALI0B16522g or YALI0B19338g or YALI0B19492g or YALI0B19800g or YALI0C00451g or YALI0C09889g or YALI0C17237g or YALI0E10219g or YALI0F19866g		0	0	0	0	0	0	0	0	0
y001239	oxaloacetate transport	YALI0E04048g		0	0	0	0	0	0	0	0	0
y001241	pantothenate transport	YALI0F06842g		0	0	0	0	0	0	0	0	0
