enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP
Q6C7J6	YALI0E00264g	YALI0_E00264g	Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism	0	0	0	0	0	0
Q6C7J7	YALI0E00242g	YALI0_E00242g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	1.36181650733504e-07	2.07122374743111e-07	1.65567527835905e-07	2.64334114290013e-07	1.65592779148107e-07	4.2849592354433e-07
Q6C7L2	YALI0D27170g	YALI0_D27170g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	5.04286095008344e-07	4.5014448105e-07	4.54661917482628e-07	4.5014448105e-07	4.54661917482628e-07	4.5014448105e-07
Q6C7L4	YALI0D27126g	TRR1	Selenocompound metabolism // Glutathione metabolism // Selenocompound metabolism	3.24248798977652e-07	2.89428044301e-07	2.9234115741815e-07	2.89428044301e-07	2.9234115741815e-07	2.89428044301e-07
Q6C7L9	YALI0D27016g	YALI0_D27016g	Glycerolipid metabolism	1.0996620730636e-09	0	9.91450035348973e-10	0	9.91450035348973e-10	0
Q6C7P9	YALI0D26367g	YALI0_D26367g	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	2.43192135807042e-09	2.17081739655e-09	2.19260859811921e-09	2.17081739655e-09	2.19260859811921e-09	2.17081739655e-09
Q6C7R6	YALI0D25938g	YALI0_D25938g	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0
Q6C7T0	YALI0D25630g	YALI0_D25630g	Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	0	0	0	0	0	0
Q6C7T3	YALI0D25564g	YALI0_D25564g	Biosynthesis of secondary metabolites // Riboflavin metabolism	0	0	0	0	0	0
Q6C7T7	YALI0D25476g	YALI0_D25476g	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	0	0	0	0	0	0
Q6C7U9	YALI0D25168g	YALI0_D25168g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism	5.05627529926597e-07	4.513408614e-07	4.55871348752195e-07	4.513408614e-07	4.55871348752195e-07	4.513408614e-07
Q6C7X2	YALI0D24629g	YALI0_D24629g	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	0	0	0	0	0	0
Q6C7Y1	YALI0D24431g	YALI0_D24431g	Citrate cycle (TCA cycle)	0	2.14071657888737e-07	2.16236982047765e-07	2.50922951388842e-07	2.16236982047765e-07	2.14071657888737e-07
Q6C7Y2	YALI0D24409g	YALI0_D24409g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism	2.84179548179947e-06	2.53658831579964e-06	2.5621491364483e-06	2.53658831579972e-06	2.56214913644853e-06	2.53658831579995e-06
Q6C806	YALI0D23815g	YALI0_D23815g	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	0	0	0	0	0	0
Q6C812	YALI0D23683g	YALI0_D23683g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	1.14070023460845e-06	3.38335562587916e-06	3.64561617658104e-06	2.69620308930848e-06	3.64594093204095e-06	3.50355813672613e-06
Q6C814	YALI0D23639g	YALI0_D23639g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C823	YALI0D23397g	YALI0_D23397g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	3.65390738144503e-08	7.92101715068539e-07	8.95745798440737e-07	4.64845088590793e-07	8.95881726812479e-07	8.42413206623878e-07
Q6C826	YALI0D23331g	YALI0_D23331g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0
Q6C844	YALI0D22891g	YALI0_D22891g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Lysine biosynthesis // Lysine degradation	3.17072058003506e-08	2.83030014168e-08	2.85870642278272e-08	2.83030014168e-08	2.85870642278272e-08	2.83030014168e-08
Q6C846	YALI0D22847g	ARG8	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	4.59706372638364e-06	4.1034986091e-06	4.14469054236531e-06	4.1034986091e-06	4.14469054236531e-06	4.1034986091e-06
Q6C859	YALI0D22484g	YALI0_D22484g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate	1.74185264410836e-05	7.78215898223347e-06	0	1.26296698241656e-05	0	1.39665340218231e-05
Q6C868	YALI0D22264g	YALI0_D22264g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C877	YALI0D22022g	YALI0_D22022g	Oxidative phosphorylation	0.000142023948668976	0.000116047035095382	0.000121667098336138	0.000109966786453782	0.000121664828259598	9.49021277066688e-05
Q6C893	YALI0D21604g	PSD1	Glycerophospholipid metabolism	1.42018120799087e-05	4.85064422544182e-06	1.28042854560017e-05	4.55341480507843e-06	1.28042854560017e-05	1.2676255277697e-05
Q6C897	YALI0D21530g	YALI0_D21530g	Biosynthesis of secondary metabolites // Purine metabolism	1.65331577900728e-06	1.47571681356e-06	1.49062155337696e-06	1.47571681356e-06	1.49062155337696e-06	1.47571681356e-06
Q6C8C2	YALI0D20878g	YALI0_D20878g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	4.47711706267662e-05	3.996185731461e-05	4.03654720734876e-05	3.996185731461e-05	4.03654720734876e-05	3.996185731461e-05
Q6C8C6	YALI0D20768g	YALI0_D20768g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Fatty acid degradation	1.27688188534195e-06	3.92700322651086e-06	4.19348715445745e-06	3.15205663755892e-06	4.1938973904185e-06	4.29087205912621e-06
Q6C8E6	YALI0D20262g	YALI0_D20262g	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0
Q6C8F2	YALI0D20152g	YALI0_D20152g	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	3.33187116180074e-07	2.973369953268e-07	3.00399901211698e-07	2.973369953268e-07	3.00399901211698e-07	2.973369953268e-07
Q6C8I1	YALI0D19426g	YALI0_D19426g	Pantothenate and CoA biosynthesis	0	0	0	0	0	0
Q6C8J1	YALI0D19206g	YALI0_D19206g	Biosynthesis of antibiotics // Steroid biosynthesis	9.72326643683735e-07	8.678794423761e-07	8.76645024744099e-07	8.678794423761e-07	8.76645024744099e-07	8.678794423761e-07
Q6C8J2	YALI0D19184g	YALI0_D19184g	Glycerolipid metabolism	0	0	0	0	0	0
Q6C8J4	YALI0D19140g	YALI0_D19140g	Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	0	0	0	0	0	0
Q6C8K4	YALI0D18920g	YALI0_D18920g	Pyrimidine metabolism	7.09560562861027e-08	6.333396597e-08	6.3973639026297e-08	6.333396597e-08	6.3973639026297e-08	6.333396597e-08
Q6C8M5	YALI0D18458g	YALI0_D18458g	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0
Q6C8M8	YALI0D18403g	ATG26	 	0	0	0	0	0	0
Q6C8M9	YALI0D18381g	YALI0_D18381g	Starch and sucrose metabolism	0	0	0	0	0	0
Q6C8N1	YALI0D18337g	YALI0_D18337g	Purine metabolism // Purine metabolism	0	0	0	0	0	0
Q6C8N4	YALI0D18271g	YALI0_D18271g	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	0	0	0	0	0	0
Q6C8Q1	YALI0D17930g	YALI0_D17930g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	1.51642275548813e-05	1.35361182528e-05	1.36719946187117e-05	1.35361182528e-05	1.36719946187117e-05	1.35361182528e-05
Q6C8Q3	YALI0D17864g	YALI0_D17864g	Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //   // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //  	6.14181870783333e-07	5.48206534291296e-07	5.53743420287639e-07	5.48206534291297e-07	5.53743420287639e-07	5.48206534291295e-07
Q6C8Q4	YALI0D17842g	YALI0_D17842g	Glycerophospholipid metabolism	0	0	0	0	0	0
Q6C8R7	YALI0D17556g	YALI0_D17556g	Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	0	0	0	0	0	0
Q6C8R8	YALI0D17534g	YALI0_D17534g	  // Glycerolipid metabolism	0	0	0	0	0	0
Q6C8S0	YALI0D17490g	YALI0_D17490g	Oxidative phosphorylation	0.000142023948668976	0.000116047035095382	0.000121667098336138	0.000109966786453782	0.000121664828259598	9.49021277066688e-05
Q6C8S4	YALI0D17402g	YALI0_D17402g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Sulfur metabolism // Cysteine and methionine metabolism	0	0	0	0	0	0
Q6C8T8	YALI0D17072g	YALI0_D17072g	Pyrimidine metabolism // Pyrimidine metabolism	0	0	0	0	0	0
Q6C8T9	YALI0D17050g	YALI0_D17050g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	0	0	0	0	0	0
Q6C8V1	YALI0D16797g	UTR4	Cysteine and methionine metabolism	0	0	0	0	0	0
Q6C8V3	YALI0D16753g	YALI0_D16753g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	4.6985802007121e-05	2.26712618169726e-05	0	2.0349198170631e-05	0	1.18410982898205e-05
Q6C8V7	YALI0D16643g	YALI0_D16643g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C8W4	YALI0D16379g	YALI0D16379g	Glycerolipid metabolism // Glycerolipid metabolism	0	0	0	0	0	0
Q6C8Z4	YALI0D15598g	YALI0_D15598g	Starch and sucrose metabolism	0	0	0	0	0	0
Q6C903	YALI0D15400g	YALI0_D15400g	Biotin metabolism // Biotin metabolism	0	0	0	0	0	0
Q6C909	YALI0D15268g	YALI0_D15268g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C924	YALI0D14894g	YALI0_D14894g	Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	8.68955603656301e-08	7.7565992625e-08	7.83446192303024e-08	7.7565992625e-08	7.83446192303024e-08	7.7565992625e-08
Q6C926	YALI0D14850g	YALI0_D14850g	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	0	0	0	0	0	0
