enzymes	genes	enzNames	subSystems	Std_ecP	HiT_ecP	LpH_ecP	OG
Q6C4Y7	YALI0E22649g	YALI0_E22649g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	0.00356898337496553	0.00180315414719973	0	OG0002692
Q6C4X4	YALI0E22979g	YALI0_E22979g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0001328
Q6C211	YALI0F11759g	YALI0_F11759g	Cysteine and methionine metabolism	0.0284092355776048	0.0512078752290788	0.0302689695287624	OG0001941
Q6C3Q2	YALI0E33033g	YALI0_E33033g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.00686230405513283	0.00960198262278388	0.0086123714022582	OG0000942
Q6C8F2	YALI0D20152g	YALI0_D20152g	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	OG0001487
Q6CCR8	YALI0C07128g	YALI0_C07128g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	Inf	0.00984843575419609	0.0206290146118744	OG0001277
Q6C246	YALI0F10923g	YALI0_F10923g	Pentose and glucuronate interconversions	Inf	0	Inf	OG0003047
Q6C438	YALI0E29975g	YALI0_E29975g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	OG0002040
Q6C776	YALI0E03146g	YALI0_E03146g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	0.169517033551287	0.154691744380272	0.413666153276151	OG0001406
Q6C350	YALI0F02629g	YALI0_F02629g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0000752
Q6CEQ0	YALI0B13970g	YALI0_B13970g	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	0	0	0	OG0001966
Q6C158	YALI0F19052g	YALI0_F19052g	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	Inf	Inf	Inf	OG0001216
Q6CD33	YALI0C04180g	YALI0_C04180g	AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system // AGE-RAGE signaling pathway in diabetic complications // Inositol phosphate metabolism // Phosphatidylinositol signaling system	Inf	Inf	Inf	OG0003023
Q6BZY1	YALI0F30019g	YALI0_F30019g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.130569963720888	0.184368185103313	0.136050442666432	OG0002482
Q6CEM7	YALI0B14465g	YALI0_B14465g	Carbon metabolism // One carbon pool by folate	Inf	0.0218967400397992	Inf	OG0002793
Q6CHE0	YALI0A09856g	YALI0_A09856g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.0704279104981189	0.0678809103765434	0.0937204884148236	OG0002513
Q6C8N4	YALI0D18271g	YALI0_D18271g	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	Inf	Inf	Inf	OG0002969
Q6C8Q4	YALI0D17842g	YALI0_D17842g	Glycerophospholipid metabolism	Inf	Inf	Inf	OG0001566
Q6C5H7	YALI0E17963g	YALI0_E17963g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	OG0002806
Q6C4S7	YALI0E24057g	YALI0_E24057g	Pyruvate metabolism	0	0	0	OG0002741
Q6C0N2	YALI0F23243g	YALI0_F23243g	Purine metabolism // Purine metabolism	Inf	Inf	Inf	OG0000939
Q6CAI4	YALI0D02497g	YALI0_D02497g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Valine, leucine and isoleucine biosynthesis	Inf	0.0384282994001379	0.0372481387945753	OG0002491
Q6CEE3	YALI0B16324g	YALI0_B16324g	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	OG0000678
Q6C4L7	YALI0E25740g	YALI0_E25740g	Purine metabolism	Inf	Inf	Inf	OG0002679
Q6CAF8	YALI0D03135g	YALI0_D03135g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.990062214093627	0.990062214093627	0.936335605565626	OG0001902
Q6CC22	YALI0C13354g	YALI0_C13354g	Pyrimidine metabolism	Inf	Inf	Inf	OG0002450
Q6C2B0	YALI0F09339g	URA6	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism //   //   //   //   //  	Inf	Inf	Inf	OG0002176
Q6CBQ9	YALI0C16434g	YALI0_C16434g	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	Inf	Inf	Inf	OG0002299
Q6C234	YALI0F11231g	YALI0_F11231g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0	0	0	OG0002732
Q6C454	YALI0E29579g	YALI0_E29579g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	0.989802915348714	0.989802915348714	0.79663079799017	OG0003028
Q6C0I1	YALI0F24475g	YALI0_F24475g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	Inf	Inf	OG0000647
Q6C5T9	YALI0E15224g	COQ7	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	Inf	Inf	OG0001386
Q6C5Y3	YALI0E14102g	YALI0_E14102g	Glycerophospholipid metabolism	Inf	Inf	Inf	OG0000798
Q6C8T9	YALI0D17050g	YALI0_D17050g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	Inf	Inf	Inf	OG0000625
Q6CH62	YALI0A12045g	YALI0_A12045g	Biosynthesis of secondary metabolites // Riboflavin metabolism	0	0	0	OG0001399
Q6CFS3	YALI0B04312g	YALI0_B04312g	Biosynthesis of antibiotics // Inositol phosphate metabolism	0	0	0	OG0002606
Q6CG74	YALI0B00220g	YALI0_B00220g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	OG0001510
Q6C0K3	YALI0F23947g	YALI0_F23947g	Amino sugar and nucleotide sugar metabolism // Galactose metabolism // Amino sugar and nucleotide sugar metabolism // Galactose metabolism // Amino sugar and nucleotide sugar metabolism // Galactose metabolism	Inf	0	Inf	OG0001223
Q6C868	YALI0D22264g	YALI0_D22264g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0000671
Q6CHU1	YALI0A04983g	YALI0_A04983g	Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism	0	0	0	OG0000937
Q6CI67	YALI0A01133g	YALI0_A01133g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	OG0001665
Q6C0L8	YALI0F23573g	YALI0_F23573g	Inositol phosphate metabolism // Inositol phosphate metabolism	Inf	Inf	Inf	OG0002396
Q6C433	YALI0E30129g	YALI0_E30129g	Cysteine and methionine metabolism // Glutathione metabolism	Inf	0	Inf	OG0001601
Q6C6H1	YALI0E09603g	YALI0_E09603g	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Nitrogen metabolism // Taurine and hypotaurine metabolism	0	0	0	OG0001464
Q6CDE7	YALI0C01111g	YALI0_C01111g	Biosynthesis of secondary metabolites // Riboflavin metabolism	Inf	0	0	OG0002592
Q6C8N1	YALI0D18337g	YALI0_D18337g	Purine metabolism // Purine metabolism	Inf	0	Inf	OG0002261
Q6C946	YALI0D14322g	YALI0_D14322g	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	Inf	Inf	Inf	OG0002463
Q6CEX7	YALI0B12078g	YALI0_B12078g	One carbon pool by folate	Inf	0	Inf	OG0000809
Q6CB38	YALI0C22165g	YALI0_C22165g	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	Inf	0.0105626001217787	0.0150411963089727	OG0001980
Q6C0K8	YALI0F23837g	YALI0_F23837g	Glycerophospholipid metabolism	Inf	Inf	Inf	OG0002710
Q6BZS4	YALI0F31273g	YALI0_F31273g	Pyrimidine metabolism	Inf	Inf	0	OG0000633
Q6C4B5	YALI0E28237g	YALI0_E28237g	Sphingolipid metabolism // Sphingolipid metabolism	Inf	Inf	0	OG0001775
Q6CBT9	YALI0C15554g	YALI0_C15554g	Thiamine metabolism // Thiamine metabolism	Inf	Inf	Inf	OG0002286
Q6CE97	YALI0B17402g	YALI0_B17402g	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.143371790858709	0.18555020301353	0.152543105686439	OG0001559
Q6C3L0	YALI0E33957g	YALI0_E33957g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	Inf	0.00226097858559008	0.00376792723904459	OG0002343
Q6C8C2	YALI0D20878g	YALI0_D20878g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	Inf	Inf	0.99	OG0001207
Q6CG51	YALI0B00836g	YALI0_B00836g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	Inf	0.999999999999947	Inf	OG0000951
Q6C6P6	YALI0E07535g	YALI0_E07535g	Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	Inf	Inf	Inf	OG0002335
Q6C0X8	YALI0F20900g	YALI0_F20900g	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	Inf	Inf	Inf	OG0001850
Q6C6Z7	YALI0E05005g	YALI0_E05005g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0000801
Q6C2X2	YALI0F04378g	YALI0_F04378g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	Inf	Inf	0.844752600683037	OG0001721
Q6C5W5	YALI0E14597g	YALI0_E14597g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0003198
Q6CEN0	YALI0B14399g	YALI0_B14399g	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.00101462674986351	0.00210678198944108	0.00134252758967799	OG0002758
Q6CHF9	YALI0A09427g	YALI0_A09427g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0000694
Q6C968	YALI0D13596g	YALI0_D13596g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Monobactam biosynthesis	0.990060926826266	0.990060926826266	0.990060926826266	OG0002612
Q6C538	YALI0E21307g	YALI0_E21307g	Pyruvate metabolism // Sulfur metabolism	Inf	Inf	Inf	OG0000699
Q6C3X5	YALI0E31471g	YALI0_E31471g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	Inf	Inf	OG0003385
Q6CEA0	YALI0B17336g	YALI0_B17336g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	Inf	Inf	OG0003347
Q6CES1	YALI0B13464g	YALI0_B13464g	  //   //   //  	0	0	0	OG0002266
Q6C7T3	YALI0D25564g	YALI0_D25564g	Biosynthesis of secondary metabolites // Riboflavin metabolism	Inf	Inf	Inf	OG0003501
Q6CHH8	YALI0A08668g	YALI0_A08668g	Vitamin B6 metabolism	Inf	Inf	Inf	OG0000648
Q6CGV2	YALI0A15950g	YALI0_A15950g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	0.0457915813701906	0.0763168064718498	0.0393804321390121	OG0001012
Q6CF09	YALI0B11286g	YALI0_B11286g	Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system // Autophagy - yeast // Inositol phosphate metabolism // Phosphatidylinositol signaling system	Inf	Inf	Inf	OG0002633
Q6CHD4	YALI0A10032g	YALI0_A10032g	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	Inf	Inf	Inf	OG0001578
Q6C8Q1	YALI0D17930g	YALI0_D17930g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	0.990060711270031	Inf	OG0003064
Q6CAP2	YALI0D01089g	YALI0_D01089g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis	0.040229366368124	0.0326757633598398	0.0681250569166762	OG0002252
Q6CDK2	YALI0B23298g	YALI0_B23298g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	Inf	Inf	Inf	OG0003180
Q6CFU6	YALI0B03630g	YALI0_B03630g	Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Glutathione metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	OG0001632
Q6C826	YALI0D23331g	YALI0_D23331g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	OG0003444
Q6C638	YALI0E12683g	YALI0_E12683g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism	0.100233264639006	0.248722860232589	0.0905646929169041	OG0003217
Q6C6Z5	YALI0E05049g	YALI0_E05049g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	Inf	Inf	Inf	OG0000799
Q6C6Z6	YALI0E05027g	YALI0_E05027g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0000800
Q6BZZ9	YALI0F29337g	YALI0_F29337g	2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // 2-Oxocarboxylic acid metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism	0.0223515927016002	0.0236305103549822	2.70532379748581e-06	OG0002015
Q6C4S9	YALI0E24013g	YALI0_E24013g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism	0.0247947206953755	0.0171879702897366	0.0283086322450101	OG0001369
Q6CE59	YALI0B18348g	YALI0_B18348g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	0.00100860216225814	0.00191795303507707	0.0017366257366547	OG0002542
Q6CAR4	YALI0D00605g	YALI0_D00605g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism	Inf	0	Inf	OG0001711
Q6CAY2	YALI0C23408g	YALI0_C23408g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.271029371350912	0.222556465513487	0.323647993907093	OG0002118
Q6CCT2	YALI0C06776g	YALI0_C06776g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Pyruvate metabolism	0.0277902744051946	0.020540741207368	0.029837206977399	OG0003029
Q6CFK9	YALI0B06006g	YALI0_B06006g	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis // beta-Alanine metabolism	Inf	Inf	Inf	OG0003486
Q6C0B4	YALI0F26191g	YALI0_F26191g	Alanine, aspartate and glutamate metabolism // Butanoate metabolism // Lysine degradation // Nicotinate and nicotinamide metabolism // Tyrosine metabolism	0	0	0	OG0002950
