enzymes	shortNames	genes	MWs	subSystems	OG
W0TAW0	KLMA_40526	KLMA_40526	228.04198	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Biotin metabolism // Biotin metabolism // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Biotin metabolism // Biotin metabolism	NA
W0TAW2	KLMA_50118	KLMA_50118	149.77803	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0002387
W0TAW6	KLMA_30641	KLMA_30641	32.08148	Cyanoamino acid metabolism	OG0001906
W0TAX9	KLMA_20796	KLMA_20796	36.02948	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis	NA
W0TAY5	KLMA_40179	KLMA_40179	72.52515	Glycerolipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002079
W0TAY6	KLMA_40556	KLMA_40556	21.48743	Purine metabolism	NA
W0TAZ1	KLMA_30671	KLMA_30671	42.14071	Steroid biosynthesis	NA
W0TAZ2	KLMA_20811	KLMA_20811	48.94514	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0001510
W0TAZ8	KLMA_40571	KLMA_40571	20.74516	Purine metabolism	OG0002299
W0TB39	KLMA_40244	KLMA_40244	168.73382	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TB47	KLMA_50178	KLMA_50178	47.77211	Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism	OG0002422
W0TB52	KLMA_40259	KLMA_40259	62.33874	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0002118
W0TB58	KLMA_50193	KLMA_50193	63.6057	Fructose and mannose metabolism // Fructose and mannose metabolism // Other reactions	OG0002430
W0TB73	KLMA_30024	KLMA_30024	43.87309	Other reactions // Other reactions	OG0001520
W0TB76	KLMA_40047	KLMA_40047	45.11714	Cysteine and methionine metabolism // Cysteine and methionine metabolism	OG0001996
W0TB78	KLMA_30029	KLMA_30029	54.23226	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0001523
W0TB79	KLMA_50036	KLMA_50036	32.08578	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	OG0002341
W0TB82	KLMA_30034	KLMA_30034	145.77645	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0001527
W0TBA6	KLMA_50258	KLMA_50258	52.66859	Fructose and mannose metabolism // Other reactions	OG0002471
W0TBB3	KLMA_50071	KLMA_50071	88.65332	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NA
W0TBC0	KLMA_50076	KLMA_50076	38.64453	Cysteine and methionine metabolism // Cysteine and methionine metabolism	NA
W0TBC3	KLMA_30089	KLMA_30089	49.67892	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0001566
W0TBC6	KLMA_40102	KLMA_40102	37.10901	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	NA
W0TBC7	KLMA_50283	KLMA_50283	147.43232	Purine metabolism	OG0002482
W0TBD2	KLMA_40107	KLMA_40107	41.04947	Phenylalanine, tyrosine and tryptophan biosynthesis	NA
W0TBD3	KLMA_30099	KLMA_30099	62.27648	Pentose phosphate pathway // Streptomycin biosynthesis // Pentose phosphate pathway // Streptomycin biosynthesis	NA
W0TBE8	KLMA_40122	KLMA_40122	74.59271	Aminoacyl-tRNA biosynthesis	OG0002044
W0TBF3	KLMA_40309	KLMA_40309	24.41589	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TBF6	KLMA_30124	KLMA_30124	20.0973	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	NA
W0TBH4	KLMA_40147	KLMA_40147	101.8189	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TBH5	KLMA_50333	KLMA_50333	113.24758	Nitrogen metabolism // Nitrogen metabolism // Glycine, serine and threonine metabolism	OG0002513
W0TBI1	KLMA_30149	KLMA_30149	46.88284	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Glutathione metabolism // Glutathione metabolism	NA
W0TBI3	KLMA_30154	KLMA_30154	77.3342	Glutathione metabolism	OG0001601
W0TBI6	KLMA_40344	KLMA_40344	54.66696	Other reactions // Other reactions // Other reactions	NA
W0TBJ2	KLMA_30164	KLMA_30164	49.87103	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NA
W0TBK0	KLMA_50363	KLMA_50363	63.78905	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TBL5	KLMA_30194	KLMA_30194	105.54836	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0001627
W0TBL9	KLMA_30199	KLMA_30199	46.64865	Pyrimidine metabolism	OG0001632
W0TBM3	KLMA_30204	KLMA_30204	55.25949	Steroid biosynthesis	OG0001635
W0TBP1	KLMA_40217	KLMA_40217	116.08149	Amino sugar and nucleotide sugar metabolism	OG0002093
W0TBP5	KLMA_50151	KLMA_50151	53.96896	Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Phenylalanine metabolism // Tryptophan metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	NA
W0TBQ2	KLMA_30234	KLMA_30234	48.02155	Transport reactions (diffusion) // Transport reactions (diffusion)	OG0001657
W0TBT3	KLMA_40257	KLMA_40257	87.7736	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	NA
W0TBT5	KLMA_40459	KLMA_40459	24.03106	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0002229
W0TBT7	KLMA_30269	KLMA_30269	65.06319	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	OG0001677
W0TBV7	KLMA_50226	KLMA_50226	23.80386	Pyrimidine metabolism // Pyrimidine metabolism	OG0002450
W0TBW1	KLMA_50231	KLMA_50231	43.25594	Nitrogen metabolism // Nitrogen metabolism // Glycine, serine and threonine metabolism // One carbon pool by folate	OG0002454
W0TBW6	KLMA_40494	KLMA_40494	158.77283	Sulfur metabolism	OG0002255
W0TBW7	KLMA_50488	KLMA_50488	58.96329	Streptomycin biosynthesis // Streptomycin biosynthesis	OG0002606
W0TBW9	KLMA_50241	KLMA_50241	26.26118	Vitamin B6 metabolism // Vitamin B6 metabolism	OG0002463
W0TBX1	KLMA_50493	KLMA_50493	47.91691	Citrate cycle (TCA cycle) // Lysine degradation // Lysine degradation	OG0002609
W0TBX3	KLMA_30314	KLMA_30314	217.54446	Inositol phosphate metabolism	OG0001707
W0TBX8	KLMA_40509	KLMA_40509	62.77787	N-Glycan biosynthesis // Various types of N-glycan biosynthesis // N-Glycan biosynthesis // Various types of N-glycan biosynthesis	NA
W0TBX9	KLMA_50503	KLMA_50503	39.23183	Glycine, serine and threonine metabolism	OG0002612
W0TBY7	KLMA_50513	KLMA_50513	51.9806	Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism	OG0002618
W0TBZ0	KLMA_40524	KLMA_40524	46.00202	Pentose phosphate pathway	OG0002267
W0TBZ1	KLMA_40267	KLMA_40267	54.99168	Various types of N-glycan biosynthesis // Various types of N-glycan biosynthesis	NA
W0TBZ3	KLMA_50271	KLMA_50271	39.35081	Biosynthesis of unsaturated fatty acids	NA
W0TC06	KLMA_40539	KLMA_40539	58.13441	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	NA
W0TC09	KLMA_50533	KLMA_50533	75.0614	Glycolysis / Gluconeogenesis // Propanoate metabolism // Propanoate metabolism // Other reactions // Propanoate metabolism // Propanoate metabolism	NA
W0TC15	KLMA_50296	KLMA_50296	29.09591	Pentose and glucuronate interconversions // Pentose and glucuronate interconversions	OG0002490
W0TC20	KLMA_50301	KLMA_50301	64.72548	Pyruvate metabolism	NA
W0TC56	KLMA_40342	KLMA_40342	57.41743	Glycine, serine and threonine metabolism	OG0002166
W0TC58	KLMA_50578	KLMA_50578	36.67453	Pantothenate and CoA biosynthesis	OG0002657
W0TC80	KLMA_50361	KLMA_50361	63.08367	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TC82	KLMA_30424	KLMA_30424	63.62016	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism	OG0001774
W0TC91	KLMA_50608	KLMA_50608	34.31869	Aminobenzoate degradation // Aminobenzoate degradation	OG0002674
W0TC93	KLMA_40624	KLMA_40624	41.68754	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	NA
W0TC97	KLMA_50613	KLMA_50613	55.88885	Purine metabolism	OG0002679
W0TC99	KLMA_50381	KLMA_50381	75.20431	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Other reactions	NA
W0TCB1	KLMA_30449	KLMA_30449	33.59473	Cysteine and methionine metabolism	OG0001790
W0TCB9	KLMA_50019	KLMA_50019	49.7957	Alanine, aspartate and glutamate metabolism	NA
W0TCC2	KLMA_40417	KLMA_40417	94.71454	Oxidative phosphorylation	NA
W0TCC3	KLMA_50024	KLMA_50024	35.00563	Arginine and proline metabolism	OG0002335
W0TCE4	KLMA_50431	KLMA_50431	124.63344	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0002570
W0TCG0	KLMA_40467	KLMA_40467	10.41007	Oxidative phosphorylation	NA
W0TCG5	KLMA_40472	KLMA_40472	173.86784	Starch and sucrose metabolism // Starch and sucrose metabolism	OG0002236
W0TCH2	KLMA_50084	KLMA_50084	97.98989	Histidine metabolism // Histidine metabolism	OG0002368
W0TCH5	KLMA_50471	KLMA_50471	115.55221	Sulfur metabolism	OG0002593
W0TCH6	KLMA_40487	KLMA_40487	39.15131	Thiamine metabolism // Thiamine metabolism	OG0002248
W0TCI5	KLMA_30504	KLMA_30504	34.04981	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	NA
W0TCJ1	KLMA_40502	KLMA_40502	24.48973	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	OG0002257
W0TCJ3	KLMA_50104	KLMA_50104	107.11707	Aminoacyl-tRNA biosynthesis	OG0002379
W0TCK2	KLMA_40512	KLMA_40512	38.80727	Purine metabolism	OG0002261
W0TCL8	KLMA_50129	KLMA_50129	91.86585	Inositol phosphate metabolism	OG0002396
W0TCL9	KLMA_30539	KLMA_30539	74.755	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	NA
W0TCM6	KLMA_40537	KLMA_40537	37.30115	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002276
W0TCM8	KLMA_60086	KLMA_60086	39.42131	Fatty acid elongation // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Other reactions // Other reactions // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids	OG0002971
W0TCN2	KLMA_60091	KLMA_60091	21.41652	Glycerophospholipid metabolism	OG0002968
W0TCN8	KLMA_40552	KLMA_40552	56.00582	Thiamine metabolism // Thiamine metabolism	OG0002286
W0TCN9	KLMA_50536	KLMA_50536	40.79437	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Inositol phosphate metabolism // Inositol phosphate metabolism	OG0002633
W0TCQ7	KLMA_50144	KLMA_50144	26.112	N-Glycan biosynthesis // N-Glycan biosynthesis	NA
W0TCR6	KLMA_50154	KLMA_50154	86.08497	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0002409
W0TCR9	KLMA_60131	KLMA_60131	32.25118	Other reactions	NA
W0TCS1	KLMA_40587	KLMA_40587	20.06405	Purine metabolism // Purine metabolism // Purine metabolism	NA
W0TCS6	KLMA_40592	KLMA_40592	38.01394	Other reactions // Other reactions	NA
W0TCT3	KLMA_50581	KLMA_50581	44.05447	Lipoic acid metabolism // Lipoic acid metabolism // Lipoic acid metabolism // Lipoic acid metabolism	OG0002659
W0TCV6	KLMA_30634	KLMA_30634	36.47411	Pentose phosphate pathway // Pentose phosphate pathway	OG0001903
W0TCW2	KLMA_60176	KLMA_60176	44.55057	Taurine and hypotaurine metabolism	OG0002914
W0TCW7	KLMA_60181	KLMA_60181	47.63589	Arginine and proline metabolism // Arginine and proline metabolism	NA
W0TCX6	KLMA_30654	KLMA_30654	76.35222	Other reactions // Other reactions	OG0001916
W0TCY6	KLMA_50631	KLMA_50631	56.65527	Pentose phosphate pathway	OG0002692
W0TCY7	KLMA_50229	KLMA_50229	23.70088	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Drug metabolism - other enzymes // Drug metabolism - other enzymes	OG0002453
W0TCY9	KLMA_50022	KLMA_50022	152.18867	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002333
W0TCZ2	KLMA_60206	KLMA_60206	16.40846	Purine metabolism // Purine metabolism	NA
W0TCZ7	KLMA_50032	KLMA_50032	61.38088	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TCZ9	KLMA_30679	KLMA_30679	33.59291	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NA
W0TD16	KLMA_50269	KLMA_50269	49.14455	Tryptophan metabolism	OG0002476
W0TD19	KLMA_50274	KLMA_50274	71.14111	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TD23	KLMA_30709	KLMA_30709	80.9266	Porphyrin and chlorophyll metabolism	OG0001959
W0TD26	KLMA_50284	KLMA_50284	37.23274	Steroid biosynthesis	OG0002483
W0TD28	KLMA_50067	KLMA_50067	48.82012	Tryptophan metabolism // Tryptophan metabolism // Tryptophan metabolism // Tryptophan metabolism // Tryptophan metabolism // Tryptophan metabolism	OG0002355
W0TD31	KLMA_30719	KLMA_30719	60.45189	Glycolysis / Gluconeogenesis	OG0001962
W0TD38	KLMA_60261	KLMA_60261	27.28355	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0002868
W0TD39	KLMA_50304	KLMA_50304	236.66299	Alanine, aspartate and glutamate metabolism	OG0002494
W0TD40	KLMA_50082	KLMA_50082	32.92178	Methane metabolism	OG0002366
W0TD45	KLMA_50087	KLMA_50087	52.24672	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TD46	KLMA_60271	KLMA_60271	41.78311	Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid biosynthesis // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation	NA
W0TD54	KLMA_60281	KLMA_60281	43.74157	Inositol phosphate metabolism	OG0002856
W0TD58	KLMA_60286	KLMA_60286	44.79123	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Alanine, aspartate and glutamate metabolism // Other reactions // Other reactions // Pyrimidine metabolism // Other reactions // Other reactions	NA
W0TD69	KLMA_50117	KLMA_50117	48.92378	Arginine and proline metabolism	OG0002386
W0TD74	KLMA_50349	KLMA_50349	100.28196	Glutathione metabolism	NA
W0TD76	KLMA_60301	KLMA_60301	57.17638	Aminoacyl-tRNA biosynthesis	OG0002844
W0TD84	KLMA_40055	KLMA_40055	36.82353	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	NA
W0TD85	KLMA_50364	KLMA_50364	62.85855	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TD86	KLMA_60009	KLMA_60009	70.84559	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NA
W0TD95	KLMA_60019	KLMA_60019	30.9586	Carbon fixation in photosynthetic organisms	OG0003014
W0TD99	KLMA_60024	KLMA_60024	25.86081	Pentose phosphate pathway // Pentose phosphate pathway	NA
W0TDA2	KLMA_50384	KLMA_50384	48.05189	Fructose and mannose metabolism // Fructose and mannose metabolism	OG0002542
W0TDA7	KLMA_50389	KLMA_50389	106.6718	Inositol phosphate metabolism	NA
W0TDB2	KLMA_40090	KLMA_40090	25.14839	Fatty acid biosynthesis	NA
W0TDC6	KLMA_40105	KLMA_40105	55.25973	Starch and sucrose metabolism	OG0002034
W0TDD2	KLMA_50419	KLMA_50419	62.47529	Glyoxylate and dicarboxylate metabolism // Methane metabolism	NA
W0TDD4	KLMA_40110	KLMA_40110	55.73704	beta-Alanine metabolism // beta-Alanine metabolism	OG0002037
W0TDD9	KLMA_40115	KLMA_40115	37.13459	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	OG0002040
W0TDE8	KLMA_50434	KLMA_50434	26.45099	Inositol phosphate metabolism	OG0002573
W0TDE9	KLMA_40125	KLMA_40125	26.99533	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NA
W0TDF9	KLMA_50177	KLMA_50177	166.84423	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions	NA
W0TDG7	KLMA_60401	KLMA_60401	57.78731	Glyoxylate and dicarboxylate metabolism // Methane metabolism	NA
W0TDH2	KLMA_50459	KLMA_50459	15.63537	Pyrimidine metabolism	NA
W0TDH3	KLMA_60406	KLMA_60406	41.8941	Purine metabolism // Purine metabolism	OG0002777
W0TDH4	KLMA_50192	KLMA_50192	26.47977	N-Glycan biosynthesis	OG0002429
W0TDI0	KLMA_60114	KLMA_60114	46.63013	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	NA
W0TDJ3	KLMA_60426	KLMA_60426	44.52576	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NA
W0TDJ9	KLMA_50217	KLMA_50217	36.16883	Glycerolipid metabolism // Other reactions	OG0002443
W0TDL8	KLMA_60451	KLMA_60451	29.41236	Glycerolipid metabolism	OG0002747
W0TDM8	KLMA_60461	KLMA_60461	102.148	Glycolysis / Gluconeogenesis // Galactose metabolism	NA
W0TDN5	KLMA_60164	KLMA_60164	29.97555	Porphyrin and chlorophyll metabolism	OG0002923
W0TDP3	KLMA_60476	KLMA_60476	85.70472	Aminoacyl-tRNA biosynthesis	OG0002732
W0TDP7	KLMA_60481	KLMA_60481	35.40084	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	OG0002729
W0TDP8	KLMA_40220	KLMA_40220	36.94681	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	NA
W0TDQ2	KLMA_40225	KLMA_40225	28.10945	Riboflavin metabolism // Riboflavin metabolism // Riboflavin metabolism // Riboflavin metabolism	OG0002098
