enzymes	shortNames	genes	MWs	subSystems	OG
Q6C7L2	YALI0_D27170g	YALI0D27170g	38.05737	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0001301
Q6C7L4	TRR1	YALI0D27126g	34.24355	Selenocompound metabolism // Glutathione metabolism // Selenocompound metabolism	NA
Q6C7L9	YALI0_D27016g	YALI0D27016g	79.34599	Glycerolipid metabolism	OG0001432
Q6C7P9	YALI0_D26367g	YALI0D26367g	52.05363	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0000802
Q6C7R6	YALI0_D25938g	YALI0D25938g	118.38583	Amino sugar and nucleotide sugar metabolism	OG0002093
Q6C7T0	YALI0_D25630g	YALI0D25630g	37.1274	Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	NA
Q6C7T3	YALI0_D25564g	YALI0D25564g	27.73725	Biosynthesis of secondary metabolites // Riboflavin metabolism	OG0003501
Q6C7T7	YALI0_D25476g	YALI0D25476g	52.47513	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	OG0001028
Q6C7U9	YALI0_D25168g	YALI0D25168g	45.9906	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Cysteine and methionine metabolism // Sulfur metabolism	OG0000667
Q6C7X2	YALI0_D24629g	YALI0D24629g	14.42843	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	NA
Q6C7Y1	YALI0_D24431g	YALI0D24431g	54.1091	Citrate cycle (TCA cycle)	NA
Q6C7Y2	YALI0_D24409g	YALI0D24409g	64.63585	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism	OG0002013
Q6C806	YALI0_D23815g	YALI0D23815g	49.52662	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	NA
Q6C812	YALI0_D23683g	YALI0D23683g	45.74133	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	OG0002703
Q6C814	YALI0_D23639g	YALI0D23639g	61.51269	Aminoacyl-tRNA biosynthesis	OG0002705
Q6C823	YALI0_D23397g	YALI0D23397g	30.65955	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	OG0003251
Q6C826	YALI0_D23331g	YALI0D23331g	58.4017	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0003444
Q6C844	YALI0_D22891g	YALI0D22891g	48.58218	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Lysine biosynthesis // Lysine degradation	OG0001974
Q6C846	ARG8	YALI0D22847g	44.43219	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	NA
Q6C859	YALI0_D22484g	YALI0D22484g	53.00104	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate	NA
Q6C868	YALI0_D22264g	YALI0D22264g	63.47691	Aminoacyl-tRNA biosynthesis	OG0000671
Q6C877	YALI0_D22022g	YALI0D22022g	14.80117	Oxidative phosphorylation	OG0001622
Q6C893	PSD1	YALI0D21604g	62.81743	Glycerophospholipid metabolism	OG0001476
Q6C897	YALI0_D21530g	YALI0D21530g	56.60819	Biosynthesis of secondary metabolites // Purine metabolism	NA
Q6C8C2	YALI0_D20878g	YALI0D20878g	44.10741	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	OG0001207
Q6C8C6	YALI0_D20768g	YALI0D20768g	53.0832	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Fatty acid degradation	OG0002769
Q6C8E6	YALI0_D20262g	YALI0D20262g	36.78859	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NA
Q6C8F2	YALI0_D20152g	YALI0D20152g	19.00559	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	OG0001487
Q6C8I1	YALI0_D19426g	YALI0D19426g	40.66841	Pantothenate and CoA biosynthesis	OG0003135
Q6C8J1	YALI0_D19206g	YALI0D19206g	54.97915	Biosynthesis of antibiotics // Steroid biosynthesis	OG0002216
Q6C8J2	YALI0_D19184g	YALI0D19184g	40.84755	Glycerolipid metabolism	NA
Q6C8J4	YALI0_D19140g	YALI0D19140g	59.98158	Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	NA
Q6C8K4	YALI0_D18920g	YALI0D18920g	49.22491	Pyrimidine metabolism	NA
Q6C8M5	YALI0_D18458g	YALI0D18458g	50.60915	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	OG0000999
Q6C8M8	ATG26	YALI0D18403g	159.60523	 	NA
Q6C8M9	YALI0_D18381g	YALI0D18381g	103.28845	Starch and sucrose metabolism	NA
Q6C8N1	YALI0_D18337g	YALI0D18337g	37.67974	Purine metabolism // Purine metabolism	OG0002261
Q6C8N4	YALI0_D18271g	YALI0D18271g	42.26728	Glycerophospholipid metabolism // Phosphonate and phosphinate metabolism	OG0002969
Q6C8Q1	YALI0_D17930g	YALI0D17930g	40.25095	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003064
Q6C8Q3	YALI0_D17864g	YALI0D17864g	76.60255	Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //   // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome // Fatty acid biosynthesis // Fatty acid degradation // Fatty acid metabolism // Peroxisome //   //  	NA
Q6C8Q4	YALI0_D17842g	YALI0D17842g	54.72529	Glycerophospholipid metabolism	OG0001566
Q6C8R7	YALI0_D17556g	YALI0D17556g	38.21259	Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	NA
Q6C8R8	YALI0_D17534g	YALI0D17534g	75.82629	  // Glycerolipid metabolism	OG0000760
Q6C8S0	YALI0_D17490g	YALI0D17490g	6.94095	Oxidative phosphorylation	NA
Q6C8S4	YALI0_D17402g	YALI0D17402g	61.7594	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Sulfur metabolism // Cysteine and methionine metabolism	NA
Q6C8T8	YALI0_D17072g	YALI0D17072g	16.57475	Pyrimidine metabolism // Pyrimidine metabolism	OG0002647
Q6C8T9	YALI0_D17050g	YALI0D17050g	37.31595	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	OG0000625
Q6C8V1	UTR4	YALI0D16797g	25.74397	Cysteine and methionine metabolism	NA
Q6C8V3	YALI0_D16753g	YALI0D16753g	35.87451	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	OG0002920
Q6C8V7	YALI0_D16643g	YALI0D16643g	55.3982	Aminoacyl-tRNA biosynthesis	OG0002844
Q6C8W4	YALI0D16379g	YALI0D16379g	93.85443	Glycerolipid metabolism // Glycerolipid metabolism	NA
Q6C8Z4	YALI0_D15598g	YALI0D15598g	73.32475	Starch and sucrose metabolism	NA
Q6C903	YALI0_D15400g	YALI0D15400g	42.36333	Biotin metabolism // Biotin metabolism	OG0000850
Q6C909	YALI0_D15268g	YALI0D15268g	83.5754	Aminoacyl-tRNA biosynthesis	OG0000972
Q6C924	YALI0_D14894g	YALI0D14894g	36.17023	Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	OG0001610
Q6C926	YALI0_D14850g	YALI0D14850g	12.04053	Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Oxidative phosphorylation	NA
Q6C928	YALI0_D14762g	YALI0D14762g	45.73604	Biosynthesis of antibiotics // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Terpenoid backbone biosynthesis	OG0001258
Q6C946	YALI0_D14322g	YALI0D14322g	27.3567	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	OG0002463
Q6C968	YALI0_D13596g	YALI0D13596g	39.08119	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Monobactam biosynthesis	OG0002612
Q6C985	YALI0_D13112g	YALI0D13112g	29.00348	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fructose and mannose metabolism	OG0003269
Q6C9B1	YALI0_D12584g	YALI0D12584g	22.77611	Oxidative phosphorylation	OG0001778
Q6C9C1	YALI0_D12386g	YALI0D12386g	39.37607	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NA
Q6C9E6	YALI0_D11814g	YALI0D11814g	11.4544	Oxidative phosphorylation	NA
Q6C9F1	YALI0_D11704g	YALI0D11704g	54.77431	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Lysine biosynthesis // Monobactam biosynthesis	OG0002166
Q6C9F5	YALI0_D11616g	YALI0D11616g	37.85353	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NA
Q6C9G6	YALI0_D11374g	YALI0D11374g	69.73818	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	NA
Q6C9H5	YALI0_D11176g	YALI0D11176g	157.04303	Sulfur metabolism	OG0002255
Q6C9H7	YALI0_D11110g	YALI0D11110g	52.4156	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0001523
Q6C9K0	YALI0_D10593g	YALI0D10593g	39.37875	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Lysine biosynthesis	OG0003089
Q6C9L5	YALI0_D10131g	YALI0D10131g	62.72942	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis	NA
Q6C9M8	BNA4	YALI0D09867g	52.38655	Tryptophan metabolism	NA
Q6C9P6	YALI0_D09361g	YALI0D09361g	84.86232	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism	NA
Q6C9Q0	CYC1	YALI0D09273g	11.95838	Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Pyruvate metabolism // Sulfur metabolism // Sulfur metabolism // Oxidative phosphorylation // Sulfur metabolism	NA
Q6C9Q2	YALI0_D09229g	YALI0D09229g	27.61579	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis	OG0003014
Q6C9S3	YALI0_D08778g	YALI0D08778g	36.75074	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NA
Q6C9S7	YALI0_D08690g	YALI0D08690g	52.05736	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	NA
Q6C9T5	YALI0_D08514g	YALI0D08514g	26.23951	Glycerophospholipid metabolism	OG0001174
Q6C9U9	YALI0_D08206g	YALI0D08206g	62.86048	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	NA
